,Order_ID,Order_Date,Order_YearMonth,Retailer_ID,Product_SKU,Product_Price,Product_Cost, Order_Quantity ,Sales_Amount,Cost_of_Goods_Sold,Product_Discount,Profit,Profit_Margin
39,40,2018-01-04,2018-01-01,189,MH03-XS-Green,22,12.260000000000002,23,506,281.98,0.4634146341463415,224.01999999999998,0.4427272727272727
40,41,2018-01-04,2018-01-01,149,MH04-S-Red,38,13.469999999999999,6,228,80.82,0.05,147.18,0.6455263157894737
41,42,2018-01-05,2018-01-01,161,MH04-L-Green,20,12.29,30,600,368.7,0.5555555555555556,231.3,0.3855
42,43,2018-01-05,2018-01-01,416,MH04-L-White,22,8.91,46,1012,409.86,0.5111111111111111,602.14,0.595
43,44,2018-01-05,2018-01-01,647,MH04-L-Yellow,40,15.28,34,1360,519.52,0.0,840.48,0.618
44,45,2018-01-05,2018-01-01,468,MH04-M-Green,41,20.5,7,287,143.5,0.08888888888888889,143.5,0.5
45,46,2018-01-05,2018-01-01,112,MH04-M-White,39,22.62,6,234,135.72,0.0,98.28,0.42
46,47,2018-01-05,2018-01-01,762,MH04-M-Yellow,42,16.75,11,462,184.25,0.023255813953488372,277.75,0.6011904761904762
47,48,2018-01-05,2018-01-01,616,MH04-S-Green,31,16.63,3,93,49.89,0.2619047619047619,43.11,0.4635483870967742
48,49,2018-01-05,2018-01-01,106,MH01-L-Orange,35,14.35,2,70,28.7,0.16666666666666666,41.3,0.59
49,50,2018-01-05,2018-01-01,82,MH04-S-White,45,20.55,3,135,61.65,0.0,73.35,0.5433333333333333
50,51,2018-01-06,2018-01-01,410,MH04-S-Yellow,23,18.22,25,575,455.5,0.4888888888888889,119.5,0.20782608695652174
51,52,2018-01-06,2018-01-01,68,MH04-XL-Green,24,14.08,3,72,42.24,0.45454545454545453,29.759999999999998,0.41333333333333333
52,53,2018-01-06,2018-01-01,117,MH04-XL-White,43,14.51,16,688,232.16,0.0,455.84000000000003,0.6625581395348837
53,54,2018-01-06,2018-01-01,105,MH04-XL-Yellow,32,13.22,23,736,304.06,0.21951219512195122,431.94,0.586875
54,55,2018-01-07,2018-01-01,291,MH04-XS-Green,26,13.34,1,26,13.34,0.4222222222222222,12.66,0.4869230769230769
55,56,2018-01-07,2018-01-01,606,MH04-XS-White,43,16.5,24,1032,396.0,0.0,636.0,0.6162790697674418
56,57,2018-01-07,2018-01-01,136,MH04-XS-Yellow,31,13.360000000000001,43,1333,574.48,0.24390243902439024,758.52,0.5690322580645161
57,58,2018-01-07,2018-01-01,549,MH05-S-Blue,33,16.009999999999998,39,1287,624.39,0.26666666666666666,662.61,0.5148484848484849
58,59,2018-01-07,2018-01-01,433,MH05-L-Green,28,18.23,11,308,200.53,0.3333333333333333,107.47,0.3489285714285714
59,60,2018-01-07,2018-01-01,452,MH05-L-Red,22,9.69,9,198,87.21,0.47619047619047616,110.79,0.5595454545454546
60,61,2018-01-07,2018-01-01,53,MH05-L-White,21,10.92,47,987,513.24,0.5116279069767442,473.76,0.48
61,62,2018-01-07,2018-01-01,422,MH05-M-Green,35,12.81,44,1540,563.64,0.2222222222222222,976.36,0.634
62,63,2018-01-08,2018-01-01,152,MH05-M-Red,20,11.75,30,600,352.5,0.5348837209302325,247.5,0.4125
63,64,2018-01-08,2018-01-01,559,MH05-M-White,42,15.43,34,1428,524.62,0.0,903.38,0.6326190476190476
64,65,2018-01-08,2018-01-01,689,MH05-S-Green,39,11.82,32,1248,378.24,0.04878048780487805,869.76,0.6969230769230769
65,66,2018-01-08,2018-01-01,62,MH05-S-Red,27,11.9,3,81,35.7,0.38636363636363635,45.3,0.5592592592592592
66,67,2018-01-08,2018-01-01,67,MH05-S-White,34,21.09,16,544,337.44,0.22727272727272727,206.56,0.37970588235294117
67,68,2018-01-08,2018-01-01,560,MH05-XL-Green,28,9.040000000000001,31,868,280.24,0.034482758620689655,587.76,0.6771428571428572
68,69,2018-01-08,2018-01-01,306,MH05-XL-Red,33,14.15,48,1584,679.2,0.23255813953488372,904.8,0.5712121212121212
69,70,2018-01-08,2018-01-01,122,MH05-XL-White,21,9.42,35,735,329.7,0.38235294117647056,405.3,0.5514285714285715
70,71,2018-01-08,2018-01-01,716,MH05-XS-Green,26,13.780000000000001,24,624,330.72,0.38095238095238093,293.28,0.47
71,72,2018-01-08,2018-01-01,367,MH05-XS-Red,22,18.63,43,946,801.09,0.5111111111111111,144.90999999999997,0.15318181818181814
72,73,2018-01-08,2018-01-01,9,MH05-XS-White,25,12.89,19,475,244.91,0.40476190476190477,230.09,0.4844
73,74,2018-01-08,2018-01-01,395,MH06-S-Red,25,14.920000000000002,49,1225,731.08,0.4444444444444444,493.91999999999996,0.40319999999999995
74,75,2018-01-09,2018-01-01,768,MH06-L-Black,39,14.04,18,702,252.72,0.11363636363636363,449.28,0.64
75,76,2018-01-09,2018-01-01,207,MH06-L-Blue,28,13.419999999999998,20,560,268.4,0.3488372093023256,291.6,0.5207142857142858
76,77,2018-01-09,2018-01-01,191,MH06-L-Purple,27,16.2,31,837,502.2,0.38636363636363635,334.8,0.4
77,78,2018-01-09,2018-01-01,724,MH06-M-Black,28,13.52,19,532,256.88,0.36363636363636365,275.12,0.5171428571428571
78,79,2018-01-09,2018-01-01,722,MH06-M-Blue,38,20.8,29,1102,603.2,0.11627906976744186,498.79999999999995,0.4526315789473684
79,80,2018-01-09,2018-01-01,546,MH06-M-Purple,38,17.86,44,1672,785.84,0.02564102564102564,886.16,0.53
80,81,2018-01-09,2018-01-01,41,MH06-S-Black,26,14.2,18,468,255.6,0.4090909090909091,212.4,0.45384615384615384
81,82,2018-01-10,2018-01-01,658,MH06-S-Blue,43,15.309999999999999,40,1720,612.4,0.0,1107.6,0.643953488372093
82,83,2018-01-10,2018-01-01,154,MH06-S-Purple,25,14.05,44,1100,618.2,0.40476190476190477,481.79999999999995,0.43799999999999994
83,84,2018-01-10,2018-01-01,475,MH06-XL-Black,21,12.090000000000002,33,693,398.97,0.43243243243243246,294.03,0.42428571428571427
84,85,2018-01-10,2018-01-01,713,MH06-XL-Blue,42,20.96,10,420,209.6,0.045454545454545456,210.4,0.5009523809523809
85,86,2018-01-10,2018-01-01,382,MH06-XL-Purple,23,14.46,12,276,173.52,0.4772727272727273,102.47999999999999,0.3713043478260869
86,87,2018-01-10,2018-01-01,448,MH06-XS-Black,43,15.05,27,1161,406.35,0.0,754.65,0.65
87,88,2018-01-10,2018-01-01,772,MH02-XS-Red,25,10.43,45,1125,469.35,0.21875,655.65,0.5828
88,89,2018-01-10,2018-01-01,242,MH06-XS-Blue,44,17.95,28,1232,502.6,0.0,729.4,0.5920454545454545
89,90,2018-01-11,2018-01-01,25,MH06-XS-Purple,44,17.91,50,2200,895.5,0.0,1304.5,0.5929545454545454
90,91,2018-01-11,2018-01-01,426,MH07-S-White,40,11.729999999999999,3,120,35.19,0.0,84.81,0.70675
91,92,2018-01-11,2018-01-01,620,MH07-L-Black,25,16.0,13,325,208.0,0.4444444444444444,117.0,0.36
92,93,2018-01-11,2018-01-01,634,MH07-L-Gray,39,19.89,17,663,338.13,0.11363636363636363,324.87,0.49
93,94,2018-01-12,2018-01-01,121,MH07-L-Green,27,9.78,23,621,224.94,0.325,396.06,0.6377777777777778
94,95,2018-01-12,2018-01-01,768,MH07-M-Black,38,14.679999999999998,21,798,308.28,0.15555555555555556,489.72,0.6136842105263158
95,96,2018-01-12,2018-01-01,415,MH07-M-Gray,42,16.39,3,126,49.17,0.0,76.83,0.6097619047619047
96,97,2018-01-12,2018-01-01,654,MH06-M-Black,24,13.52,29,696,392.08,0.45454545454545453,303.92,0.4366666666666667
97,98,2018-01-12,2018-01-01,699,MH07-M-Green,32,20.03,8,256,160.24,0.2558139534883721,95.75999999999999,0.37406249999999996
98,99,2018-01-12,2018-01-01,367,MH05-L-Green,33,18.23,23,759,419.29,0.21428571428571427,339.71,0.44757575757575757
99,100,2018-01-12,2018-01-01,260,MH06-XL-Black,33,12.09,36,1188,435.24,0.10810810810810811,752.76,0.6336363636363637
100,101,2018-01-12,2018-01-01,428,MH07-S-Black,42,13.709999999999999,14,588,191.94,0.045454545454545456,396.06,0.6735714285714286
101,102,2018-01-12,2018-01-01,345,MH03-M-Black,27,16.16,27,729,436.32,0.38636363636363635,292.68,0.4014814814814815
102,103,2018-01-12,2018-01-01,711,MH07-S-Gray,38,16.330000000000002,27,1026,440.91,0.15555555555555556,585.0899999999999,0.5702631578947368
103,104,2018-01-12,2018-01-01,772,MH07-S-Green,21,14.41,14,294,201.74,0.5333333333333333,92.25999999999999,0.31380952380952376
104,105,2018-01-12,2018-01-01,27,MH07-XL-Black,37,17.7,13,481,230.1,0.075,250.9,0.5216216216216216
105,106,2018-01-13,2018-01-01,302,MH07-XL-Gray,24,17.38,9,216,156.42,0.4418604651162791,59.58000000000001,0.2758333333333334
106,107,2018-01-13,2018-01-01,485,MH07-XL-Green,35,11.46,41,1435,469.86,0.14634146341463414,965.14,0.6725714285714286
107,108,2018-01-13,2018-01-01,92,MH07-XS-Black,32,15.36,47,1504,721.92,0.2727272727272727,782.08,0.52
108,109,2018-01-13,2018-01-01,257,MH07-XS-Gray,35,14.700000000000001,7,245,102.9,0.18604651162790697,142.1,0.58
109,110,2018-01-13,2018-01-01,84,MH07-XS-Green,20,16.400000000000002,48,960,787.2,0.5238095238095238,172.79999999999995,0.17999999999999997
110,111,2018-01-13,2018-01-01,522,MH08-S-Pink,45,18.58,25,1125,464.5,0.0,660.5,0.5871111111111111
111,112,2018-01-14,2018-01-01,416,MH07-S-Black,30,13.71,25,750,342.75,0.3181818181818182,407.25,0.543
112,113,2018-01-14,2018-01-01,154,MH08-L-Brown,37,20.27,6,222,121.62,0.13953488372093023,100.38,0.45216216216216215
113,114,2018-01-14,2018-01-01,754,MH08-L-Purple,21,12.38,46,966,569.48,0.5333333333333333,396.52,0.41047619047619044
114,115,2018-01-14,2018-01-01,43,MH08-L-Red,29,8.18,41,1189,335.38,0.2926829268292683,853.62,0.7179310344827586
115,116,2018-01-14,2018-01-01,392,MH04-S-Yellow,34,18.220000000000002,30,1020,546.6,0.24444444444444444,473.4,0.4641176470588235
116,117,2018-01-14,2018-01-01,710,MH08-M-Brown,30,12.67,37,1110,468.79,0.0625,641.21,0.5776666666666667
117,118,2018-01-14,2018-01-01,465,MH08-M-Purple,39,15.06,35,1365,527.1,0.13333333333333333,837.9,0.6138461538461538
118,119,2018-01-14,2018-01-01,176,MH08-M-Red,39,11.9,2,78,23.8,0.07142857142857142,54.2,0.694871794871795
119,120,2018-01-14,2018-01-01,736,MH08-S-Brown,39,18.93,20,780,378.6,0.13333333333333333,401.4,0.5146153846153846
120,121,2018-01-14,2018-01-01,11,MH08-S-Purple,39,13.74,36,1404,494.64,0.07142857142857142,909.36,0.6476923076923077
121,122,2018-01-15,2018-01-01,565,MH08-S-Red,33,12.71,11,363,139.81,0.1951219512195122,223.19,0.6148484848484849
122,123,2018-01-15,2018-01-01,693,MH08-XL-Brown,29,17.7,3,87,53.1,0.2564102564102564,33.9,0.3896551724137931
123,124,2018-01-15,2018-01-01,304,MH08-XL-Purple,36,7.92,13,468,102.96,0.02702702702702703,365.04,0.78
124,125,2018-01-15,2018-01-01,197,MH08-XL-Red,30,19.200000000000003,18,540,345.6,0.03225806451612903,194.39999999999998,0.35999999999999993
125,126,2018-01-15,2018-01-01,642,MH08-XS-Brown,26,13.34,39,1014,520.26,0.3953488372093023,493.74,0.48692307692307696
126,127,2018-01-15,2018-01-01,730,MH08-XS-Purple,20,10.23,25,500,255.75,0.5238095238095238,244.25,0.4885
127,128,2018-01-15,2018-01-01,187,MH08-XS-Red,27,15.05,40,1080,602.0,0.37209302325581395,478.0,0.4425925925925926
128,129,2018-01-15,2018-01-01,480,MH09-S-Pink,30,9.79,26,780,254.54,0.25,525.46,0.6736666666666667
129,130,2018-01-15,2018-01-01,103,MH09-L-Blue,43,23.650000000000002,46,1978,1087.9,0.0,890.0999999999999,0.44999999999999996
130,131,2018-01-15,2018-01-01,739,MH09-L-Green,41,14.01,24,984,336.24,0.0,647.76,0.6582926829268293
131,132,2018-01-15,2018-01-01,137,MH09-L-Red,27,20.0,33,891,660.0,0.37209302325581395,231.0,0.25925925925925924
132,133,2018-01-15,2018-01-01,744,MH09-M-Blue,24,14.17,3,72,42.51,0.4666666666666667,29.490000000000002,0.40958333333333335
133,134,2018-01-16,2018-01-01,729,MH09-M-Green,31,11.549999999999999,17,527,196.35,0.29545454545454547,330.65,0.6274193548387096
134,135,2018-01-16,2018-01-01,415,MH09-M-Red,21,10.1,29,609,292.9,0.43243243243243246,316.1,0.5190476190476191
135,136,2018-01-16,2018-01-01,730,MH09-S-Blue,44,25.68,25,1100,642.0,0.0,458.0,0.4163636363636364
136,137,2018-01-16,2018-01-01,386,MH09-S-Green,39,21.84,50,1950,1092.0,0.11363636363636363,858.0,0.44
137,138,2018-01-16,2018-01-01,593,MH09-S-Red,26,7.3999999999999995,12,312,88.8,0.4222222222222222,223.2,0.7153846153846154
138,139,2018-01-16,2018-01-01,525,MH08-XS-Brown,38,13.34,20,760,266.8,0.11627906976744186,493.2,0.6489473684210526
139,140,2018-01-16,2018-01-01,747,MH09-XL-Blue,38,17.49,47,1786,822.03,0.15555555555555556,963.97,0.5397368421052632
140,141,2018-01-17,2018-01-01,148,MH09-XL-Green,45,22.32,18,810,401.76,0.0,408.24,0.504
141,142,2018-01-17,2018-01-01,261,MH09-XL-Red,34,12.8,18,612,230.4,0.15,381.6,0.6235294117647059
142,143,2018-01-17,2018-01-01,482,MH09-XS-Blue,39,15.600000000000001,41,1599,639.6,0.07142857142857142,959.4,0.6
143,144,2018-01-17,2018-01-01,318,MH09-XS-Green,35,14.26,5,175,71.3,0.2222222222222222,103.7,0.5925714285714286
144,145,2018-01-18,2018-01-01,330,MH09-XS-Red,32,19.2,27,864,518.4,0.15789473684210525,345.6,0.4
145,146,2018-01-18,2018-01-01,693,MH10-S-Pink,36,23.040000000000003,36,1296,829.44,0.14285714285714285,466.55999999999995,0.35999999999999993
146,147,2018-01-19,2018-01-01,729,MH10-L-Black,33,11.24,41,1353,460.84,0.1951219512195122,892.1600000000001,0.6593939393939394
147,148,2018-01-19,2018-01-01,339,MH10-L-Blue,29,11.07,40,1160,442.8,0.35555555555555557,717.2,0.6182758620689656
148,149,2018-01-19,2018-01-01,462,MH03-M-Black,25,16.16,34,850,549.44,0.4318181818181818,300.55999999999995,0.3535999999999999
149,150,2018-01-19,2018-01-01,321,MH10-L-Red,28,13.83,36,1008,497.88,0.36363636363636365,510.12,0.5060714285714286
150,151,2018-01-19,2018-01-01,39,MH10-M-Black,27,11.959999999999999,40,1080,478.4,0.38636363636363635,601.6,0.5570370370370371
151,152,2018-01-19,2018-01-01,724,MH10-M-Blue,26,10.61,19,494,201.59,0.3333333333333333,292.40999999999997,0.5919230769230769
152,153,2018-01-19,2018-01-01,536,MH10-M-Red,26,18.22,33,858,601.26,0.4090909090909091,256.74,0.29923076923076924
153,154,2018-01-19,2018-01-01,706,MH06-S-Red,34,14.92,16,544,238.72,0.24444444444444444,305.28,0.5611764705882353
154,155,2018-01-19,2018-01-01,593,MH10-S-Black,43,19.99,4,172,79.96,0.022727272727272728,92.04,0.5351162790697674
155,156,2018-01-19,2018-01-01,30,MH03-XS-Green,39,12.26,36,1404,441.36,0.04878048780487805,962.64,0.6856410256410256
156,157,2018-01-19,2018-01-01,785,MH10-S-Blue,24,15.840000000000002,37,888,586.08,0.38461538461538464,301.91999999999996,0.33999999999999997
157,158,2018-01-19,2018-01-01,609,MH04-L-White,33,8.91,46,1518,409.86,0.26666666666666666,1108.1399999999999,0.7299999999999999
158,159,2018-01-19,2018-01-01,456,MH10-S-Red,33,22.83,33,1089,753.39,0.26666666666666666,335.61,0.30818181818181817
159,160,2018-01-19,2018-01-01,168,MH10-XL-Black,40,11.04,12,480,132.48,0.1111111111111111,347.52,0.724
160,161,2018-01-20,2018-01-01,660,MH10-XL-Blue,28,10.37,25,700,259.25,0.3170731707317073,440.75,0.6296428571428572
161,162,2018-01-20,2018-01-01,183,MH10-XL-Red,34,13.47,9,306,121.23,0.22727272727272727,184.76999999999998,0.6038235294117646
162,163,2018-01-20,2018-01-01,518,MH10-XS-Black,39,13.32,6,234,79.92,0.0,154.07999999999998,0.6584615384615384
163,164,2018-01-20,2018-01-01,4,MH10-XS-Blue,30,15.280000000000001,49,1470,748.72,0.2857142857142857,721.28,0.49066666666666664
164,165,2018-01-20,2018-01-01,536,MH10-XS-Red,36,18.220000000000002,39,1404,710.58,0.16279069767441862,693.42,0.4938888888888889
165,166,2018-01-20,2018-01-01,72,MH11-S-Pink,33,14.87,44,1452,654.28,0.25,797.72,0.5493939393939394
166,167,2018-01-20,2018-01-01,100,MH02-XL-Black,26,16.3,27,702,440.1,0.38095238095238093,261.9,0.37307692307692303
167,168,2018-01-20,2018-01-01,456,MH11-L-Orange,30,13.8,36,1080,496.8,0.0,583.2,0.54
168,169,2018-01-20,2018-01-01,319,MH11-L-Red,30,16.08,32,960,514.56,0.3333333333333333,445.44000000000005,0.4640000000000001
169,170,2018-01-20,2018-01-01,667,MH11-L-White,41,15.100000000000001,13,533,196.3,0.046511627906976744,336.7,0.6317073170731707
170,171,2018-01-21,2018-01-01,631,MH11-M-Orange,28,16.39,18,504,295.02,0.36363636363636365,208.98000000000002,0.4146428571428572
171,172,2018-01-21,2018-01-01,716,MH11-M-Red,38,16.580000000000002,42,1596,696.36,0.02564102564102564,899.64,0.5636842105263158
172,173,2018-01-21,2018-01-01,372,MH09-L-Red,43,20.0,18,774,360.0,0.0,414.0,0.5348837209302325
173,174,2018-01-22,2018-01-01,240,MH11-M-White,44,13.28,30,1320,398.4,0.022222222222222223,921.6,0.6981818181818182
174,175,2018-01-22,2018-01-01,470,MH05-M-White,29,15.43,24,696,370.32,0.30952380952380953,325.68,0.46793103448275863
175,176,2018-01-22,2018-01-01,133,MH11-S-Orange,43,19.16,21,903,402.36,0.044444444444444446,500.64,0.5544186046511628
176,177,2018-01-22,2018-01-01,233,MH07-S-White,21,11.73,5,105,58.65,0.475,46.35,0.44142857142857145
177,178,2018-01-22,2018-01-01,318,MH03-M-Black,41,16.16,23,943,371.68,0.06818181818181818,571.3199999999999,0.6058536585365853
178,179,2018-01-23,2018-01-01,18,MH11-S-Red,44,11.44,15,660,171.6,0.022222222222222223,488.4,0.74
179,180,2018-01-23,2018-01-01,760,MH11-S-White,44,12.75,4,176,51.0,0.022222222222222223,125.0,0.7102272727272727
180,181,2018-01-24,2018-01-01,232,MH11-XL-Orange,23,10.81,49,1127,529.69,0.4523809523809524,597.31,0.5299999999999999
181,182,2018-01-24,2018-01-01,218,MH11-XL-Red,33,18.16,5,165,90.8,0.25,74.2,0.4496969696969697
182,183,2018-01-24,2018-01-01,745,MH09-XL-Red,38,12.799999999999999,39,1482,499.2,0.05,982.8,0.6631578947368421
183,184,2018-01-24,2018-01-01,622,MH11-XL-White,22,12.729999999999999,30,660,381.9,0.5111111111111111,278.1,0.4213636363636364
184,185,2018-01-24,2018-01-01,560,MH11-XS-Orange,43,16.34,31,1333,506.54,0.0,826.46,0.62
185,186,2018-01-24,2018-01-01,349,MH11-XS-Red,35,14.32,24,840,343.68,0.20454545454545456,496.32,0.5908571428571429
186,187,2018-01-24,2018-01-01,552,MH11-XS-White,22,15.69,15,330,235.35,0.47619047619047616,94.65,0.28681818181818186
187,188,2018-01-24,2018-01-01,336,MH12-S-Pink,45,13.5,11,495,148.5,0.0,346.5,0.7
188,189,2018-01-24,2018-01-01,125,MH12-L-Blue,42,14.7,10,420,147.0,0.045454545454545456,273.0,0.65
189,190,2018-01-25,2018-01-01,716,MH10-XL-Red,41,13.47,50,2050,673.5,0.06818181818181818,1376.5,0.6714634146341464
190,191,2018-01-25,2018-01-01,448,MH12-L-Green,30,17.1,36,1080,615.6,0.23076923076923078,464.4,0.43
191,192,2018-01-25,2018-01-01,288,MH12-L-Red,23,10.64,38,874,404.32,0.41025641025641024,469.68,0.5373913043478261
192,193,2018-01-25,2018-01-01,300,MH10-XS-Red,28,18.22,41,1148,747.02,0.3488372093023256,400.98,0.3492857142857143
193,194,2018-01-25,2018-01-01,165,MH12-M-Blue,44,20.17,4,176,80.68,0.0,95.32,0.541590909090909
194,195,2018-01-26,2018-01-01,754,MH12-M-Green,34,14.270000000000001,3,102,42.81,0.20930232558139536,59.19,0.5802941176470588
195,196,2018-01-26,2018-01-01,278,MH11-XS-White,38,15.69,1,38,15.69,0.09523809523809523,22.310000000000002,0.5871052631578948
196,197,2018-01-26,2018-01-01,556,MH12-M-Red,41,26.26,3,123,78.78,0.08888888888888889,44.22,0.3595121951219512
197,198,2018-01-26,2018-01-01,510,MH12-S-Blue,41,14.299999999999999,36,1476,514.8,0.0,961.2,0.651219512195122
198,199,2018-01-26,2018-01-01,749,MH12-S-Green,45,22.3,34,1530,758.2,0.0,771.8,0.5044444444444444
199,200,2018-01-26,2018-01-01,126,MH12-S-Red,43,23.669999999999998,31,1333,733.77,0.044444444444444446,599.23,0.44953488372093026
200,201,2018-01-27,2018-01-01,526,MH12-XL-Blue,23,12.18,4,92,48.72,0.4888888888888889,43.28,0.47043478260869565
201,202,2018-01-27,2018-01-01,140,MH12-XL-Green,45,15.03,38,1710,571.14,0.0,1138.8600000000001,0.666
202,203,2018-01-27,2018-01-01,692,MH12-XL-Red,33,12.620000000000001,14,462,176.68,0.26666666666666666,285.32,0.6175757575757576
203,204,2018-01-28,2018-01-01,474,MH12-XS-Blue,31,14.429999999999998,42,1302,606.06,0.29545454545454547,695.94,0.5345161290322581
204,205,2018-01-28,2018-01-01,494,MH12-XS-Green,43,13.88,23,989,319.24,0.0,669.76,0.6772093023255814
205,206,2018-01-28,2018-01-01,574,MH12-XS-Red,22,12.98,31,682,402.38,0.5,279.62,0.41000000000000003
206,207,2018-01-29,2018-01-01,531,MH13-S-Pink,25,9.6,16,400,153.6,0.4444444444444444,246.4,0.616
207,208,2018-01-29,2018-01-01,34,MH05-XS-Red,38,18.63,36,1368,670.68,0.15555555555555556,697.32,0.5097368421052632
208,209,2018-01-29,2018-01-01,460,MH12-M-Blue,41,20.169999999999998,6,246,121.02,0.06818181818181818,124.98,0.5080487804878049
209,210,2018-01-29,2018-01-01,251,MH13-L-Blue,44,19.54,40,1760,781.6,0.022222222222222223,978.4,0.5559090909090909
210,211,2018-01-29,2018-01-01,428,MH13-L-Green,28,11.57,42,1176,485.94,0.3170731707317073,690.06,0.5867857142857142
